Date,Close,Open,Max,Min,Vol
2008-07-02,5426.3,5479.9,5566.8,5426.3,-
2008-07-03,5476.6,5426.3,5490.6,5358.5,-
2008-07-04,5412.8,5476.6,5490.2,5394.0,-
2008-07-07,5512.7,5412.8,5516.4,5400.1,-
2008-07-08,5440.5,5512.7,5512.7,5358.7,-
2008-07-09,5529.6,5440.5,5538.2,5440.5,-
2008-07-10,5406.8,5529.6,5529.6,5392.6,-
2008-07-11,5261.6,5406.8,5461.8,5261.6,-
2008-07-14,5300.4,5261.6,5373.2,5261.6,-
2008-07-15,5171.9,5300.4,5300.4,5119.0,-
2008-07-16,5150.6,5171.9,5210.1,5071.1,-
2008-07-17,5286.3,5150.6,5320.5,5150.6,-
2008-07-18,5376.4,5286.3,5376.4,5216.6,-
2008-07-21,5404.3,5376.4,5445.8,5334.6,-
2008-07-22,5364.1,5404.3,5404.3,5282.8,-
2008-07-23,5449.9,5364.1,5467.2,5364.1,-
2008-07-24,5362.3,5449.9,5463.7,5345.1,-
2008-07-25,5352.6,5362.3,5375.2,5291.4,-
2008-07-28,5312.6,5352.6,5365.8,5308.4,-
2008-07-29,5319.2,5312.6,5354.6,5261.4,-
2008-07-30,5420.7,5319.2,5435.9,5319.2,-
2008-07-31,5411.9,5420.7,5456.1,5371.3,-
2008-08-01,5354.7,5411.9,5411.9,5321.3,-
2008-08-04,5320.2,5354.7,5414.7,5310.3,-
2008-08-05,5454.5,5320.2,5454.5,5299.7,-
2008-08-06,5486.1,5454.5,5498.6,5440.1,-
2008-08-07,5477.5,5486.1,5539.3,5450.9,-
2008-08-08,5489.2,5477.5,5507.2,5410.8,-
2008-08-11,5541.8,5489.2,5541.8,5477.7,-
2008-08-12,5534.5,5541.8,5569.2,5491.3,-
2008-08-13,5448.6,5534.5,5534.5,5437.1,-
2008-08-14,5497.4,5448.6,5539.6,5445.6,-
2008-08-15,5454.8,5497.4,5538.8,5432.2,-
2008-08-18,5450.2,5454.8,5498.7,5425.3,-
2008-08-19,5320.4,5450.2,5450.2,5317.1,-
2008-08-20,5371.8,5320.4,5384.2,5320.4,-
2008-08-21,5370.2,5371.8,5408.0,5311.4,-
2008-08-22,5505.6,5370.2,5505.6,5368.0,-
2008-08-26,5470.7,5505.6,5505.6,5369.3,-
2008-08-27,5528.1,5470.7,5540.8,5434.7,-
2008-08-28,5601.2,5528.1,5634.0,5496.9,-
2008-08-29,5636.6,5601.2,5649.1,5587.4,-
2008-09-01,5602.8,5636.6,5636.6,5573.8,-
2008-09-02,5620.7,5602.8,5646.5,5574.9,-
2008-09-03,5499.7,5620.7,5620.7,5492.1,-
2008-09-04,5362.1,5499.7,5541.7,5362.1,-
2008-09-05,5240.7,5362.1,5362.1,5227.6,-
2008-09-08,5446.3,5240.7,5447.6,5240.7,-
2008-09-09,5415.6,5446.3,5524.8,5386.9,-
2008-09-10,5366.2,5415.6,5419.5,5327.8,-
2008-09-11,5318.4,5366.2,5377.9,5258.1,-
2008-09-12,5416.7,5318.4,5416.7,5318.4,-
2008-09-15,5204.2,5416.7,5416.7,5124.9,-
2008-09-16,5025.6,5204.2,5204.2,4961.2,-
2008-09-17,4912.4,5025.6,5124.4,4903.3,-
2008-09-18,4880.0,4912.4,5015.9,4860.7,-
2008-09-19,5311.3,4880.0,5351.2,4857.1,-
2008-09-22,5236.3,5311.3,5339.3,5236.3,-
2008-09-23,5136.1,5236.3,5236.3,5076.3,-
2008-09-24,5095.6,5136.1,5167.4,5087.3,-
2008-09-25,5197.0,5095.6,5211.6,5060.7,-
2008-09-26,5088.5,5197.0,5197.0,5057.3,-
2008-09-29,4818.8,5088.5,5088.5,4818.8,-
2008-09-30,4902.5,4818.8,4953.4,4671.0,-
2008-10-01,4959.6,4902.5,5012.2,4891.5,-
2008-10-02,4870.3,4959.6,5052.0,4862.1,-
2008-10-03,4980.3,4870.3,5003.9,4832.1,-
2008-10-06,4589.2,4980.3,4980.3,4549.7,-
2008-10-07,4605.2,4589.2,4745.0,4517.5,-
2008-10-08,4366.7,4605.2,4654.2,4245.3,-
2008-10-09,4313.8,4366.7,4512.5,4274.4,-
2008-10-10,3932.1,4313.8,4313.8,3874.0,-
2008-10-13,4256.9,3932.1,4256.9,3932.1,-
2008-10-14,4394.2,4256.9,4534.4,4256.9,-
2008-10-15,4079.6,4394.2,4394.2,4052.0,-
2008-10-16,3861.4,4079.6,4079.6,3808.1,-
2008-10-17,4063.0,3861.4,4077.6,3861.3,-
2008-10-20,4282.7,4063.0,4282.7,4063.0,-
2008-10-21,4229.7,4282.7,4347.7,4212.4,-
2008-10-22,4040.9,4229.7,4229.7,4031.8,-
2008-10-23,4087.8,4040.9,4108.4,3927.6,-
2008-10-24,3883.4,4087.8,4087.8,3715.2,-
2008-10-27,3852.6,3883.4,3911.6,3665.2,-
2008-10-28,3926.4,3852.6,4034.0,3847.6,-
2008-10-29,4242.5,3926.4,4242.5,3926.4,-
2008-10-30,4291.6,4242.5,4352.5,4200.2,-
2008-10-31,4377.3,4291.6,4383.9,4195.1,-
2008-11-03,4443.3,4377.3,4443.3,4348.3,-
2008-11-04,4639.5,4443.3,4639.5,4404.2,-
2008-11-05,4530.7,4639.5,4639.5,4495.7,-
2008-11-06,4272.4,4530.7,4530.7,4260.3,-
2008-11-07,4365.0,4272.4,4408.1,4263.8,-
2008-11-10,4403.9,4365.0,4524.9,4365.0,-
2008-11-11,4246.7,4403.9,4403.9,4231.5,-
2008-11-12,4182.0,4246.7,4333.4,4134.5,-
2008-11-13,4169.2,4182.0,4198.7,4079.6,-
2008-11-14,4233.0,4169.2,4342.3,4169.2,-
2008-11-17,4132.2,4233.0,4236.4,4110.7,-
2008-11-18,4208.5,4132.2,4208.5,4033.4,-
2008-11-19,4005.7,4208.5,4213.2,3999.1,-
2008-11-20,3875.0,4005.7,4005.7,3812.2,-
2008-11-21,3781.0,3875.0,3946.7,3734.1,-
2008-11-24,4153.0,3781.0,4153.1,3781.0,-
2008-11-25,4171.3,4153.0,4268.3,4069.3,-
2008-11-26,4152.7,4171.3,4198.7,4050.7,-
2008-11-27,4226.1,4152.7,4241.7,4152.7,-
2008-11-28,4288.0,4226.1,4288.0,4192.5,-
2008-12-01,4065.5,4288.0,4288.0,4038.4,-
2008-12-02,4122.9,4065.5,4137.1,3973.3,-
2008-12-03,4170.0,4122.9,4190.9,4042.3,-
2008-12-04,4163.6,4170.0,4261.1,4090.0,-
2008-12-05,4049.4,4163.6,4163.6,4002.2,-
2008-12-08,4300.1,4049.4,4318.0,4049.4,-
2008-12-09,4381.3,4300.1,4413.0,4232.6,-
2008-12-10,4367.3,4381.3,4407.1,4330.0,-
2008-12-11,4388.7,4367.3,4430.3,4307.8,-
2008-12-12,4280.4,4388.7,4388.7,4201.9,-
2008-12-15,4277.6,4280.4,4340.7,4238.9,-
2008-12-16,4309.1,4277.6,4330.1,4246.1,-
2008-12-17,4324.2,4309.1,4341.1,4231.1,-
2008-12-18,4330.7,4324.2,4352.7,4282.6,-
2008-12-19,4286.9,4330.7,4330.7,4200.7,-
2008-12-22,4249.2,4286.9,4305.4,4219.8,-
2008-12-23,4256.0,4249.2,4307.1,4244.2,-
2008-12-24,4216.6,4256.0,4256.0,4205.2,-
2008-12-29,4319.4,4216.6,4326.3,4216.6,-
2008-12-30,4392.7,4319.4,4406.1,4319.4,-
2008-12-31,4434.2,4392.7,4456.2,4392.7,-
2009-01-02,4561.8,4434.2,4561.8,4430.0,-
2009-01-05,4579.6,4561.8,4618.1,4520.8,-
2009-01-06,4638.9,4579.6,4675.7,4562.0,-
2009-01-07,4507.5,4638.9,4638.9,4478.0,-
2009-01-08,4505.4,4507.5,4514.7,4410.5,-
2009-01-09,4448.5,4505.4,4534.8,4431.9,-
2009-01-12,4426.2,4448.5,4471.3,4402.3,-
2009-01-13,4399.1,4426.2,4426.2,4321.3,-
2009-01-14,4180.6,4399.1,4426.5,4115.4,-
2009-01-15,4121.1,4180.6,4199.4,4090.9,-
2009-01-16,4147.1,4121.1,4251.7,4121.1,-
2009-01-19,4108.5,4147.1,4251.9,4032.4,-
2009-01-20,4091.4,4108.5,4184.3,4060.6,-
2009-01-21,4059.9,4091.4,4112.8,4001.4,-
2009-01-22,4052.2,4059.9,4153.9,4046.4,-
2009-01-23,4052.5,4052.2,4070.8,3956.7,-
2009-01-26,4209.0,4052.5,4225.2,4039.4,-
2009-01-27,4194.4,4209.0,4211.0,4130.8,-
2009-01-28,4295.2,4194.4,4317.6,4194.4,-
2009-01-29,4190.1,4295.2,4295.2,4147.7,-
2009-01-30,4149.6,4190.1,4228.0,4125.2,-
2009-02-02,4077.8,4149.6,4149.6,4036.9,-
2009-02-03,4164.5,4077.8,4173.2,4043.4,-
2009-02-04,4228.6,4164.5,4262.7,4160.4,-
2009-02-05,4228.9,4228.6,4235.3,4133.5,-
2009-02-06,4291.9,4228.9,4330.7,4225.6,-
2009-02-09,4307.6,4291.9,4334.0,4244.0,-
2009-02-10,4213.1,4307.6,4309.5,4210.5,-
2009-02-11,4234.3,4213.1,4244.5,4182.1,-
2009-02-12,4202.2,4234.3,4234.3,4135.1,-
2009-02-13,4189.6,4202.2,4291.6,4168.0,-
2009-02-16,4134.8,4189.6,4189.6,4127.3,-
2009-02-17,4034.1,4134.8,4134.8,3995.4,-
2009-02-18,4006.8,4034.1,4056.5,3938.1,-
2009-02-19,4018.4,4006.8,4045.2,3983.9,-
2009-02-20,3889.1,4018.4,4018.4,3877.8,-
2009-02-23,3850.7,3889.1,3960.0,3844.9,-
2009-02-24,3816.4,3850.7,3852.3,3772.4,-
2009-02-25,3849.0,3816.4,3884.1,3803.9,-
2009-02-26,3915.6,3849.0,3948.2,3849.0,-
2009-02-27,3830.1,3915.6,3915.6,3760.7,-
2009-03-02,3625.8,3830.1,3830.1,3625.8,-
2009-03-03,3512.1,3625.8,3676.9,3497.3,-
2009-03-04,3645.9,3512.1,3649.5,3512.1,-
2009-03-05,3529.9,3645.9,3645.9,3526.4,-
2009-03-06,3530.7,3529.9,3590.2,3492.1,-
2009-03-09,3542.4,3530.7,3564.8,3460.7,-
2009-03-10,3715.2,3542.4,3726.3,3516.3,-
2009-03-11,3693.8,3715.2,3763.2,3652.0,-
2009-03-12,3712.1,3693.8,3725.6,3616.5,-
2009-03-13,3753.7,3712.1,3816.0,3712.1,-
2009-03-16,3864.0,3753.7,3864.0,3753.7,-
2009-03-17,3857.1,3864.0,3864.0,3793.1,-
2009-03-18,3805.0,3857.1,3901.6,3768.5,-
2009-03-19,3816.9,3805.0,3912.6,3793.7,-
2009-03-20,3842.9,3816.9,3854.9,3777.7,-
2009-03-23,3952.8,3842.9,3978.6,3842.9,-
2009-03-24,3911.5,3952.8,3992.4,3878.4,-
2009-03-25,3900.3,3911.5,3939.2,3853.0,-
2009-03-26,3925.2,3900.3,3929.5,3877.8,-
2009-03-27,3898.9,3925.2,3950.3,3877.6,-
2009-03-30,3762.9,3898.9,3898.9,3762.9,-
2009-03-31,3926.1,3762.9,3930.6,3762.9,-
2009-04-01,3955.6,3926.1,3972.7,3838.2,-
2009-04-02,4125.0,3955.6,4137.9,3955.6,-
2009-04-03,4029.7,4125.0,4132.9,4015.6,-
2009-04-06,3993.5,4029.7,4097.2,3959.6,-
2009-04-07,3930.5,3993.5,4039.5,3909.9,-
2009-04-08,3925.5,3930.5,3940.4,3876.1,-
2009-04-09,3983.7,3925.5,3986.3,3912.0,-
2009-04-14,3989.0,3983.7,4039.7,3939.6,-
2009-04-15,3968.4,3989.0,4023.4,3941.6,-
2009-04-16,4053.0,3968.4,4053.0,3963.6,-
2009-04-17,4092.8,4053.0,4114.3,4043.2,-
2009-04-20,3990.9,4092.8,4112.8,3962.9,-
2009-04-21,3987.5,3990.9,4019.2,3897.3,-
2009-04-22,4030.7,3987.5,4036.0,3948.2,-
2009-04-23,4018.2,4030.7,4082.3,3999.1,-
2009-04-24,4156.0,4018.2,4156.0,4018.2,-
2009-04-27,4167.0,4156.0,4179.2,4088.7,-
2009-04-28,4096.4,4167.0,4167.0,4058.7,-
2009-04-29,4189.6,4096.4,4193.3,4089.5,-
2009-04-30,4243.7,4189.6,4293.6,4189.6,-
2009-05-01,4243.2,4243.7,4251.6,4210.8,-
2009-05-05,4336.9,4243.2,4375.4,4243.2,-
2009-05-06,4396.5,4336.9,4437.6,4317.0,-
2009-05-07,4398.7,4396.5,4520.8,4380.3,-
2009-05-08,4462.1,4398.7,4487.5,4398.7,-
2009-05-11,4435.5,4462.1,4470.0,4401.5,-
2009-05-12,4425.5,4435.5,4457.5,4397.4,-
2009-05-13,4331.4,4425.5,4448.0,4328.2,-
2009-05-14,4362.6,4331.4,4371.3,4295.2,-
2009-05-15,4348.1,4362.6,4400.7,4317.2,-
2009-05-18,4446.5,4348.1,4446.5,4307.7,-
2009-05-19,4482.3,4446.5,4512.7,4445.5,-
2009-05-20,4468.4,4482.3,4504.2,4445.1,-
2009-05-21,4345.5,4468.4,4468.4,4325.8,-
2009-05-22,4365.3,4345.5,4393.1,4335.0,-
2009-05-26,4411.7,4365.3,4423.6,4295.0,-
2009-05-27,4416.2,4411.7,4439.8,4390.2,-
2009-05-28,4387.5,4416.2,4416.2,4341.1,-
2009-05-29,4417.9,4387.5,4469.4,4387.5,-
2009-06-01,4506.2,4417.9,4517.6,4417.9,-
2009-06-02,4477.0,4506.2,4506.2,4435.9,-
2009-06-03,4383.4,4477.0,4477.2,4359.3,-
2009-06-04,4386.9,4383.4,4436.3,4359.7,-
2009-06-05,4438.6,4386.9,4495.9,4386.9,-
2009-06-08,4405.2,4438.6,4438.6,4370.5,-
2009-06-09,4404.8,4405.2,4445.5,4387.3,-
2009-06-10,4436.8,4404.8,4505.9,4404.8,-
2009-06-11,4461.9,4436.8,4478.4,4409.1,-
2009-06-12,4442.0,4461.9,4472.0,4427.2,-
2009-06-15,4326.0,4442.0,4442.0,4319.8,-
2009-06-16,4328.6,4326.0,4372.9,4321.6,-
2009-06-17,4278.5,4328.6,4328.7,4254.6,-
2009-06-18,4280.9,4278.5,4305.4,4239.7,-
2009-06-19,4345.9,4280.9,4370.3,4279.9,-
2009-06-22,4234.0,4345.9,4345.9,4234.0,-
2009-06-23,4230.0,4234.0,4264.0,4214.9,-
2009-06-24,4280.0,4230.0,4293.0,4218.4,-
2009-06-25,4252.6,4280.0,4290.4,4213.4,-
2009-06-26,4241.0,4252.6,4307.2,4216.5,-
2009-06-29,4294.0,4241.0,4303.5,4235.2,-
2009-06-30,4249.2,4294.0,4311.2,4230.6,-
2009-07-01,4340.7,4249.2,4353.0,4249.2,-
2009-07-02,4234.3,4340.7,4340.7,4230.8,-
2009-07-03,4236.3,4234.3,4264.8,4221.2,-
2009-07-06,4194.9,4236.3,4236.3,4172.3,-
2009-07-07,4187.0,4194.9,4242.1,4184.4,-
2009-07-08,4140.2,4187.0,4197.5,4130.6,-
2009-07-09,4158.7,4140.2,4186.4,4140.2,-
2009-07-10,4127.2,4158.7,4160.5,4123.5,-
2009-07-13,4202.1,4127.2,4209.3,4096.1,-
2009-07-14,4237.7,4202.1,4256.4,4198.7,-
2009-07-15,4346.5,4237.7,4346.5,4237.7,-
2009-07-16,4361.8,4346.5,4385.1,4329.4,-
2009-07-17,4388.8,4361.8,4411.9,4361.8,-
2009-07-20,4443.6,4388.8,4464.8,4388.8,-
2009-07-21,4481.2,4443.6,4502.1,4437.8,-
2009-07-22,4493.7,4481.2,4498.0,4449.2,-
2009-07-23,4559.8,4493.7,4566.8,4472.1,-
2009-07-24,4576.6,4559.8,4603.2,4536.5,-
2009-07-27,4586.1,4576.6,4615.1,4553.1,-
2009-07-28,4528.8,4586.1,4616.4,4520.3,-
2009-07-29,4547.5,4528.8,4581.8,4512.1,-
2009-07-30,4631.6,4547.5,4646.9,4547.5,-
2009-07-31,4608.4,4631.6,4645.5,4599.7,-
2009-08-03,4682.5,4608.4,4710.2,4595.6,-
2009-08-04,4671.4,4682.5,4682.5,4627.7,-
2009-08-05,4647.1,4671.4,4696.6,4630.6,-
2009-08-06,4690.5,4647.1,4729.6,4647.1,-
2009-08-07,4731.6,4690.5,4743.6,4632.2,-
2009-08-10,4722.2,4731.6,4731.6,4688.8,-
2009-08-11,4671.3,4722.2,4744.1,4657.8,-
2009-08-12,4716.8,4671.3,4722.5,4631.7,-
2009-08-13,4755.5,4716.8,4790.0,4716.8,-
2009-08-14,4714.0,4755.5,4790.2,4699.5,-
2009-08-17,4645.0,4714.0,4714.0,4610.3,-
2009-08-18,4685.8,4645.0,4688.2,4645.0,-
2009-08-19,4689.7,4685.8,4698.5,4625.4,-
2009-08-20,4756.6,4689.7,4766.9,4689.7,-
2009-08-21,4850.9,4756.6,4858.5,4735.8,-
2009-08-24,4896.2,4850.9,4911.4,4850.9,-
2009-08-25,4916.8,4896.2,4923.3,4858.9,-
2009-08-26,4890.6,4916.8,4927.0,4872.4,-
2009-08-27,4869.4,4890.6,4906.2,4855.3,-
2009-08-28,4908.9,4869.4,4944.2,4869.4,-
2009-09-01,4819.7,4908.9,4921.2,4819.7,-
2009-09-02,4817.5,4819.7,4821.9,4776.5,-
2009-09-03,4796.8,4817.5,4841.5,4788.9,-
2009-09-04,4851.7,4796.8,4873.8,4796.8,-
2009-09-07,4933.2,4851.7,4941.7,4851.7,-
2009-09-08,4947.3,4933.2,4972.0,4926.0,-
2009-09-09,5004.3,4947.3,5004.3,4928.4,-
2009-09-10,4987.7,5004.3,5035.3,4956.6,-
2009-09-11,5011.5,4987.7,5038.8,4987.7,-
2009-09-14,5018.9,5011.5,5020.9,4953.7,-
2009-09-15,5042.1,5018.9,5062.7,4996.5,-
2009-09-16,5124.1,5042.1,5131.3,5042.1,-
2009-09-17,5164.0,5124.1,5173.1,5124.1,-
2009-09-18,5172.9,5164.0,5183.9,5147.1,-
2009-09-21,5134.4,5172.9,5182.2,5107.7,-
2009-09-22,5142.6,5134.4,5189.9,5134.4,-
2009-09-23,5139.4,5142.6,5175.1,5126.6,-
2009-09-24,5079.3,5139.4,5165.4,5073.4,-
2009-09-25,5082.2,5079.3,5121.9,5079.0,-
2009-09-28,5165.7,5082.2,5170.8,5050.8,-
2009-09-29,5159.7,5165.7,5184.0,5136.5,-
2009-09-30,5133.9,5159.7,5190.0,5092.8,-
2009-10-01,5047.8,5133.9,5164.4,5044.0,-
2009-10-02,4988.7,5047.8,5047.8,4955.0,-
2009-10-05,5024.3,4988.7,5024.3,4976.9,-
2009-10-06,5138.0,5024.3,5149.9,5024.3,-
2009-10-07,5108.9,5138.0,5156.2,5104.5,-
2009-10-08,5154.6,5108.9,5172.8,5108.9,-
2009-10-09,5161.9,5154.6,5171.5,5130.4,-
2009-10-12,5210.2,5161.9,5231.2,5161.9,-
2009-10-13,5154.1,5210.2,5221.6,5154.1,-
2009-10-14,5256.1,5154.1,5261.3,5154.1,-
2009-10-15,5223.0,5256.1,5267.9,5218.9,-
2009-10-16,5190.2,5223.0,5272.9,5176.4,-
2009-10-19,5281.5,5190.2,5281.5,5190.2,-
2009-10-20,5243.4,5281.5,5298.5,5243.4,-
2009-10-21,5257.9,5243.4,5268.0,5174.5,-
2009-10-22,5207.4,5257.9,5257.9,5166.5,-
2009-10-23,5242.6,5207.4,5299.6,5207.4,-
2009-10-26,5191.7,5242.6,5281.1,5166.4,-
2009-10-27,5201.0,5191.7,5230.6,5181.9,-
2009-10-28,5080.4,5201.0,5201.0,5074.1,-
2009-10-29,5137.7,5080.4,5145.6,5042.7,-
2009-10-30,5044.5,5137.7,5169.9,5024.4,-
2009-11-02,5104.5,5044.5,5115.7,5022.5,-
2009-11-03,5037.2,5104.5,5104.5,4985.1,-
2009-11-04,5107.9,5037.2,5120.8,5037.2,-
2009-11-05,5125.6,5107.1,5154.6,5036.9,-
2009-11-06,5142.7,5125.6,5159.0,5077.9,-
2009-11-09,5235.2,5142.7,5240.0,5142.7,-
2009-11-10,5230.5,5235.2,5264.3,5221.5,-
2009-11-11,5266.8,5230.5,5301.1,5230.5,-
2009-11-12,5276.5,5266.8,5304.9,5254.1,-
2009-11-13,5296.4,5276.5,5297.4,5251.3,-
2009-11-16,5382.7,5296.4,5397.0,5296.4,-
2009-11-17,5345.9,5382.7,5382.7,5337.0,-
2009-11-18,5342.1,5345.9,5372.1,5331.6,-
2009-11-19,5267.7,5342.1,5343.8,5254.2,-
2009-11-20,5251.4,5267.7,5309.4,5224.0,-
2009-11-23,5355.5,5251.4,5379.5,5251.4,-
2009-11-24,5324.0,5355.5,5374.9,5309.1,-
2009-11-25,5364.8,5324.0,5372.2,5324.0,-
2009-11-26,5194.1,5364.8,5364.8,5189.4,-
2009-11-27,5245.7,5194.1,5271.0,5103.8,-
2009-11-30,5190.7,5245.7,5270.4,5190.7,-
2009-12-01,5312.2,5190.7,5312.2,5190.7,-
2009-12-02,5327.4,5312.2,5348.5,5283.0,-
2009-12-03,5313.0,5327.4,5372.4,5311.9,-
2009-12-04,5322.4,5313.0,5373.9,5272.8,-
2009-12-07,5310.7,5322.4,5328.8,5251.0,-
2009-12-08,5223.1,5310.7,5323.4,5206.4,-
2009-12-09,5203.9,5223.1,5245.9,5175.7,-
2009-12-10,5244.4,5203.9,5254.5,5194.5,-
2009-12-11,5261.6,5244.4,5312.0,5244.4,-
2009-12-14,5315.3,5261.6,5331.0,5261.6,-
2009-12-15,5285.8,5315.3,5328.1,5250.8,-
2009-12-16,5320.3,5285.8,5335.3,5283.9,-
2009-12-17,5217.6,5320.3,5320.3,5217.6,-
2009-12-18,5196.8,5217.6,5287.6,5196.8,-
2009-12-21,5294.0,5196.8,5320.0,5196.8,-
2009-12-22,5328.7,5294.0,5361.9,5294.0,-
2009-12-23,5372.4,5328.7,5386.6,5328.7,-
2009-12-24,5402.4,5372.4,5402.4,5367.8,-
2009-12-29,5437.6,5402.4,5445.2,5402.4,-
2009-12-30,5397.9,5437.6,5442.8,5390.6,-
2009-12-31,5412.9,5397.9,5431.9,5390.4,-
2010-01-04,5500.3,5412.9,5500.3,5410.8,-
2010-01-05,5522.5,5500.3,5536.4,5480.7,-
2010-01-06,5530.0,5522.5,5536.5,5497.6,-
2010-01-07,5526.7,5530.0,5551.7,5499.8,-
2010-01-08,5534.2,5526.7,5549.3,5494.8,-
2010-01-11,5538.1,5534.2,5600.5,5527.9,-
2010-01-12,5498.7,5538.1,5549.6,5459.9,-
2010-01-13,5473.5,5498.7,5509.7,5450.9,-
2010-01-14,5498.2,5473.5,5521.9,5473.5,-
2010-01-15,5455.4,5498.2,5527.0,5450.4,-
2010-01-18,5494.4,5455.4,5504.0,5454.3,-
2010-01-19,5513.1,5494.4,5531.9,5431.3,-
2010-01-20,5420.8,5513.1,5513.1,5404.0,-
2010-01-21,5335.1,5420.8,5468.4,5331.6,-
2010-01-22,5303.0,5335.1,5345.6,5253.0,-
2010-01-25,5260.3,5303.0,5330.6,5252.9,-
2010-01-26,5276.9,5260.3,5276.9,5215.7,-
2010-01-27,5217.5,5276.9,5276.9,5192.6,-
2010-01-28,5145.7,5217.5,5280.4,5145.7,-
2010-01-29,5188.5,5145.7,5230.2,5145.7,-
2010-02-01,5247.4,5188.5,5250.1,5163.6,-
2010-02-02,5283.3,5247.4,5289.0,5208.2,-
2010-02-03,5253.1,5283.3,5305.4,5237.7,-
2010-02-04,5139.3,5253.1,5262.2,5123.9,-
2010-02-05,5060.9,5139.3,5139.3,5033.8,-
2010-02-08,5092.3,5060.9,5118.1,5033.0,-
2010-02-09,5111.8,5092.3,5132.9,5084.8,-
2010-02-10,5132.0,5111.8,5181.2,5105.3,-
2010-02-11,5161.5,5132.0,5201.8,5114.5,-
2010-02-12,5142.5,5161.5,5207.7,5117.4,-
2010-02-15,5167.5,5142.5,5194.3,5142.5,-
2010-02-16,5244.1,5167.5,5248.1,5167.5,-
2010-02-17,5276.6,5244.1,5304.5,5244.1,-
2010-02-18,5325.1,5276.6,5326.4,5261.7,-
2010-02-19,5358.2,5325.1,5366.1,5281.4,-
2010-02-22,5352.1,5358.2,5387.0,5348.1,-
2010-02-23,5315.1,5352.1,5395.5,5302.0,-
2010-02-24,5342.9,5315.1,5357.9,5298.2,-
2010-02-25,5278.2,5342.9,5370.4,5259.7,-
2010-02-26,5354.5,5278.2,5367.8,5278.2,-
2010-03-01,5405.9,5354.5,5420.8,5354.5,-
2010-03-02,5484.1,5405.9,5485.0,5403.7,-
2010-03-03,5533.2,5484.1,5541.8,5465.3,-
2010-03-04,5527.2,5533.2,5544.2,5501.1,-
2010-03-05,5599.8,5527.2,5605.4,5527.2,-
2010-03-08,5606.7,5599.8,5621.1,5579.2,-
2010-03-09,5602.3,5606.7,5618.4,5563.1,-
2010-03-10,5640.6,5602.3,5645.3,5585.4,-
2010-03-11,5617.3,5640.6,5642.9,5594.7,-
2010-03-12,5625.6,5617.3,5646.7,5612.4,-
2010-03-15,5593.9,5625.6,5627.0,5588.2,-
2010-03-16,5620.4,5593.9,5637.7,5593.9,-
2010-03-17,5644.6,5620.4,5657.8,5620.4,-
2010-03-18,5642.6,5644.6,5661.0,5619.2,-
2010-03-19,5650.1,5642.6,5691.2,5633.5,-
2010-03-22,5644.5,5650.1,5650.1,5583.5,-
2010-03-23,5673.6,5644.5,5695.9,5644.5,-
2010-03-24,5677.9,5673.6,5698.9,5636.0,-
2010-03-25,5727.6,5677.9,5737.1,5673.1,-
2010-03-26,5703.0,5727.6,5727.6,5695.5,-
2010-03-29,5710.7,5703.0,5733.1,5684.6,-
2010-03-30,5672.3,5710.7,5742.8,5662.8,-
2010-03-31,5679.6,5672.3,5698.5,5646.3,-
2010-04-01,5744.9,5679.6,5744.9,5679.5,-
2010-04-06,5780.4,5744.9,5790.4,5744.6,-
2010-04-07,5762.1,5780.4,5782.3,5753.4,-
2010-04-08,5712.7,5762.1,5762.1,5684.5,-
2010-04-09,5771.0,5712.7,5773.6,5712.7,-
2010-04-12,5777.6,5771.0,5803.7,5755.8,-
2010-04-13,5761.7,5777.6,5778.9,5741.9,-
2010-04-14,5796.3,5761.7,5812.8,5761.7,-
2010-04-15,5825.0,5796.3,5832.3,5778.4,-
2010-04-16,5744.0,5825.0,5833.7,5726.4,-
2010-04-19,5727.9,5744.0,5748.3,5697.2,-
2010-04-20,5783.7,5727.9,5796.6,5727.9,-
2010-04-21,5723.4,5783.7,5797.0,5721.3,-
2010-04-22,5665.3,5723.4,5761.4,5652.4,-
2010-04-23,5723.6,5665.3,5740.9,5665.3,-
2010-04-26,5753.9,5723.6,5800.7,5723.6,-
2010-04-27,5603.5,5753.9,5758.6,5603.5,-
2010-04-28,5586.6,5603.5,5640.0,5533.6,-
2010-04-29,5617.8,5586.6,5638.8,5579.7,-
2010-04-30,5553.3,5617.8,5643.9,5540.6,-
2010-05-04,5411.1,5553.3,5566.0,5398.9,-
2010-05-05,5341.9,5411.1,5428.8,5304.6,-
2010-05-06,5261.0,5341.9,5371.5,5251.3,-
2010-05-07,5123.0,5261.0,5264.5,5045.3,-
2010-05-10,5387.4,5123.0,5399.8,5123.0,-
2010-05-11,5334.2,5387.4,5387.4,5257.1,-
2010-05-12,5383.5,5334.2,5401.0,5284.6,-
2010-05-13,5433.7,5383.5,5436.0,5381.5,-
2010-05-14,5262.9,5433.7,5433.7,5245.4,-
2010-05-17,5262.5,5262.9,5327.5,5231.6,-
2010-05-18,5307.3,5262.5,5341.4,5262.5,-
2010-05-19,5158.1,5307.3,5307.3,5158.1,-
2010-05-20,5073.1,5158.1,5230.2,5000.8,-
2010-05-21,5062.9,5073.1,5084.0,4957.1,-
2010-05-24,5069.6,5062.9,5109.4,5021.6,-
2010-05-25,4940.7,5069.6,5069.6,4898.5,-
2010-05-26,5038.1,4940.7,5097.9,4940.5,-
2010-05-27,5195.2,5038.1,5195.4,5038.1,-
